"","Country","Region","Code","Date","Sex","Age","AgeInt","Metric","Measure","Value"
"292","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","10",10,"Count","Deaths",1
"293","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","20",10,"Count","Deaths",0
"294","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","30",10,"Count","Deaths",1
"295","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","40",10,"Count","Deaths",1
"296","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","50",10,"Count","Deaths",8
"297","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","60",10,"Count","Deaths",31
"298","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","70",10,"Count","Deaths",94
"299","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","80",10,"Count","Deaths",209
"300","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","90",15,"Count","Deaths",113
"301","Spain","Valencia","ES_VC19.04.2020","19.04.2020","m","0",10,"Count","Cases",28
"302","Spain","Valencia","ES_VC19.04.2020","19.04.2020","m","10",10,"Count","Cases",28
"303","Spain","Valencia","ES_VC19.04.2020","19.04.2020","m","20",10,"Count","Cases",198
"304","Spain","Valencia","ES_VC19.04.2020","19.04.2020","m","30",10,"Count","Cases",449
"305","Spain","Valencia","ES_VC19.04.2020","19.04.2020","m","40",10,"Count","Cases",643
"306","Spain","Valencia","ES_VC19.04.2020","19.04.2020","m","50",10,"Count","Cases",841
"307","Spain","Valencia","ES_VC19.04.2020","19.04.2020","m","60",10,"Count","Cases",916
"308","Spain","Valencia","ES_VC19.04.2020","19.04.2020","m","70",10,"Count","Cases",931
"309","Spain","Valencia","ES_VC19.04.2020","19.04.2020","m","80",10,"Count","Cases",670
"310","Spain","Valencia","ES_VC19.04.2020","19.04.2020","m","90",15,"Count","Cases",182
"311","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","0",10,"Count","Cases",21
"312","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","10",10,"Count","Cases",42
"313","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","20",10,"Count","Cases",331
"314","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","30",10,"Count","Cases",587
"315","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","40",10,"Count","Cases",809
"316","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","50",10,"Count","Cases",929
"317","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","60",10,"Count","Cases",768
"318","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","70",10,"Count","Cases",722
"319","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","80",10,"Count","Cases",835
"320","Spain","Valencia","ES_VC19.04.2020","19.04.2020","f","90",15,"Count","Cases",402
"321","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","0",10,"Count","Deaths",0
"322","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","10",10,"Count","Deaths",0
"323","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","20",10,"Count","Deaths",1
"324","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","30",10,"Count","Deaths",6
"325","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","40",10,"Count","Deaths",6
"326","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","50",10,"Count","Deaths",22
"327","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","60",10,"Count","Deaths",78
"328","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","70",10,"Count","Deaths",211
"329","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","80",10,"Count","Deaths",238
"330","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","90",15,"Count","Deaths",69
"331","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","0",10,"Count","Deaths",0
"332","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","10",10,"Count","Deaths",1
"333","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","20",10,"Count","Deaths",0
"334","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","30",10,"Count","Deaths",1
"335","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","40",10,"Count","Deaths",1
"336","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","50",10,"Count","Deaths",9
"337","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","60",10,"Count","Deaths",31
"338","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","70",10,"Count","Deaths",95
"339","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","80",10,"Count","Deaths",211
"340","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","90",15,"Count","Deaths",114
"341","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","0",10,"Count","Cases",29
"342","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","10",10,"Count","Cases",28
"343","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","20",10,"Count","Cases",198
"344","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","30",10,"Count","Cases",452
"345","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","40",10,"Count","Cases",646
"346","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","50",10,"Count","Cases",848
"347","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","60",10,"Count","Cases",919
"348","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","70",10,"Count","Cases",934
"349","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","80",10,"Count","Cases",672
"350","Spain","Valencia","ES_VC20.04.2020","20.04.2020","m","90",15,"Count","Cases",183
"351","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","0",10,"Count","Cases",22
"352","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","10",10,"Count","Cases",46
"353","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","20",10,"Count","Cases",332
"354","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","30",10,"Count","Cases",592
"355","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","40",10,"Count","Cases",817
"356","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","50",10,"Count","Cases",931
"357","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","60",10,"Count","Cases",770
"358","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","70",10,"Count","Cases",725
"359","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","80",10,"Count","Cases",842
"360","Spain","Valencia","ES_VC20.04.2020","20.04.2020","f","90",15,"Count","Cases",410
"361","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","0",10,"Count","Deaths",0
"362","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","10",10,"Count","Deaths",0
"363","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","20",10,"Count","Deaths",1
"364","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","30",10,"Count","Deaths",6
"365","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","40",10,"Count","Deaths",6
"366","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","50",10,"Count","Deaths",23
"367","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","60",10,"Count","Deaths",78
"368","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","70",10,"Count","Deaths",213
"369","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","80",10,"Count","Deaths",241
"370","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","90",15,"Count","Deaths",71
"371","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","0",10,"Count","Deaths",0
"372","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","10",10,"Count","Deaths",1
"373","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","20",10,"Count","Deaths",0
"374","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","30",10,"Count","Deaths",1
"375","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","40",10,"Count","Deaths",1
"376","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","50",10,"Count","Deaths",9
"377","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","60",10,"Count","Deaths",31
"378","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","70",10,"Count","Deaths",100
"379","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","80",10,"Count","Deaths",215
"380","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","90",15,"Count","Deaths",115
"381","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","0",10,"Count","Cases",31
"382","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","10",10,"Count","Cases",30
"383","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","20",10,"Count","Cases",203
"384","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","30",10,"Count","Cases",466
"385","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","40",10,"Count","Cases",672
"386","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","50",10,"Count","Cases",865
"387","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","60",10,"Count","Cases",926
"388","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","70",10,"Count","Cases",941
"389","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","80",10,"Count","Cases",677
"390","Spain","Valencia","ES_VC21.04.2020","21.04.2020","m","90",15,"Count","Cases",183
"391","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","0",10,"Count","Cases",22
"392","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","10",10,"Count","Cases",46
"393","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","20",10,"Count","Cases",343
"394","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","30",10,"Count","Cases",597
"395","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","40",10,"Count","Cases",835
"396","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","50",10,"Count","Cases",940
"397","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","60",10,"Count","Cases",776
"398","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","70",10,"Count","Cases",739
"399","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","80",10,"Count","Cases",862
"400","Spain","Valencia","ES_VC21.04.2020","21.04.2020","f","90",15,"Count","Cases",418
"401","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","0",10,"Count","Deaths",0
"402","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","10",10,"Count","Deaths",0
"403","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","20",10,"Count","Deaths",1
"404","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","30",10,"Count","Deaths",6
"405","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","40",10,"Count","Deaths",6
"406","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","50",10,"Count","Deaths",23
"407","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","60",10,"Count","Deaths",79
"408","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","70",10,"Count","Deaths",216
"409","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","80",10,"Count","Deaths",244
"410","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","90",15,"Count","Deaths",73
"411","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","0",10,"Count","Deaths",0
"412","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","10",10,"Count","Deaths",1
"413","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","20",10,"Count","Deaths",0
"414","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","30",10,"Count","Deaths",1
"415","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","40",10,"Count","Deaths",1
"416","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","50",10,"Count","Deaths",9
"417","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","60",10,"Count","Deaths",31
"418","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","70",10,"Count","Deaths",103
"419","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","80",10,"Count","Deaths",221
"420","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","90",15,"Count","Deaths",117
"421","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","0",10,"Count","Cases",31
"422","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","10",10,"Count","Cases",31
"423","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","20",10,"Count","Cases",203
"424","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","30",10,"Count","Cases",471
"425","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","40",10,"Count","Cases",679
"426","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","50",10,"Count","Cases",876
"427","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","60",10,"Count","Cases",934
"428","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","70",10,"Count","Cases",951
"429","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","80",10,"Count","Cases",683
"430","Spain","Valencia","ES_VC22.04.2020","22.04.2020","m","90",15,"Count","Cases",188
"431","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","0",10,"Count","Cases",23
"432","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","10",10,"Count","Cases",47
"433","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","20",10,"Count","Cases",352
"434","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","30",10,"Count","Cases",610
"435","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","40",10,"Count","Cases",846
"436","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","50",10,"Count","Cases",965
"437","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","60",10,"Count","Cases",784
"438","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","70",10,"Count","Cases",747
"439","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","80",10,"Count","Cases",880
"440","Spain","Valencia","ES_VC22.04.2020","22.04.2020","f","90",15,"Count","Cases",434
"441","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","0",10,"Count","Deaths",0
"442","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","10",10,"Count","Deaths",0
"443","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","20",10,"Count","Deaths",1
"444","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","30",10,"Count","Deaths",6
"445","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","40",10,"Count","Deaths",6
"446","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","50",10,"Count","Deaths",23
"447","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","60",10,"Count","Deaths",81
"448","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","70",10,"Count","Deaths",220
"449","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","80",10,"Count","Deaths",244
"450","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","90",15,"Count","Deaths",75
"451","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","0",10,"Count","Deaths",0
"452","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","10",10,"Count","Deaths",1
"453","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","20",10,"Count","Deaths",0
"454","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","30",10,"Count","Deaths",1
"455","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","40",10,"Count","Deaths",1
"456","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","50",10,"Count","Deaths",9
"457","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","60",10,"Count","Deaths",31
"458","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","70",10,"Count","Deaths",104
"459","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","80",10,"Count","Deaths",222
"460","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","90",15,"Count","Deaths",123
"461","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","0",10,"Count","Cases",32
"462","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","10",10,"Count","Cases",31
"463","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","20",10,"Count","Cases",209
"464","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","30",10,"Count","Cases",475
"465","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","40",10,"Count","Cases",690
"466","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","50",10,"Count","Cases",890
"467","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","60",10,"Count","Cases",939
"468","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","70",10,"Count","Cases",960
"469","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","80",10,"Count","Cases",690
"470","Spain","Valencia","ES_VC23.04.2020","23.04.2020","m","90",15,"Count","Cases",189
"471","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","0",10,"Count","Cases",23
"472","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","10",10,"Count","Cases",47
"473","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","20",10,"Count","Cases",360
"474","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","30",10,"Count","Cases",622
"475","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","40",10,"Count","Cases",869
"476","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","50",10,"Count","Cases",989
"477","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","60",10,"Count","Cases",799
"478","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","70",10,"Count","Cases",752
"479","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","80",10,"Count","Cases",897
"480","Spain","Valencia","ES_VC23.04.2020","23.04.2020","f","90",15,"Count","Cases",443
"481","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","0",10,"Count","Deaths",0
"482","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","10",10,"Count","Deaths",0
"483","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","20",10,"Count","Deaths",1
"484","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","30",10,"Count","Deaths",6
"485","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","40",10,"Count","Deaths",6
"486","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","50",10,"Count","Deaths",22
"487","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","60",10,"Count","Deaths",82
"488","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","70",10,"Count","Deaths",227
"489","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","80",10,"Count","Deaths",248
"490","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","90",15,"Count","Deaths",77
"491","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","0",10,"Count","Deaths",0
"492","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","10",10,"Count","Deaths",1
"493","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","20",10,"Count","Deaths",0
"494","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","30",10,"Count","Deaths",1
"495","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","40",10,"Count","Deaths",1
"496","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","50",10,"Count","Deaths",9
"497","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","60",10,"Count","Deaths",31
"498","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","70",10,"Count","Deaths",104
"499","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","80",10,"Count","Deaths",228
"500","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","90",15,"Count","Deaths",128
"501","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","0",10,"Count","Cases",33
"502","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","10",10,"Count","Cases",32
"503","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","20",10,"Count","Cases",212
"504","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","30",10,"Count","Cases",488
"505","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","40",10,"Count","Cases",705
"506","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","50",10,"Count","Cases",900
"507","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","60",10,"Count","Cases",954
"508","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","70",10,"Count","Cases",968
"509","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","80",10,"Count","Cases",701
"510","Spain","Valencia","ES_VC24.04.2020","24.04.2020","m","90",15,"Count","Cases",192
"511","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","0",10,"Count","Cases",23
"512","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","10",10,"Count","Cases",47
"513","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","20",10,"Count","Cases",373
"514","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","30",10,"Count","Cases",642
"515","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","40",10,"Count","Cases",891
"516","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","50",10,"Count","Cases",1026
"517","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","60",10,"Count","Cases",813
"518","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","70",10,"Count","Cases",757
"519","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","80",10,"Count","Cases",911
"520","Spain","Valencia","ES_VC24.04.2020","24.04.2020","f","90",15,"Count","Cases",453
"521","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","0",10,"Count","Deaths",0
"522","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","10",10,"Count","Deaths",0
"523","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","20",10,"Count","Deaths",1
"524","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","30",10,"Count","Deaths",6
"525","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","40",10,"Count","Deaths",6
"526","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","50",10,"Count","Deaths",22
"527","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","60",10,"Count","Deaths",82
"528","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","70",10,"Count","Deaths",228
"529","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","80",10,"Count","Deaths",253
"530","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","90",15,"Count","Deaths",78
"531","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","0",10,"Count","Deaths",0
"532","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","10",10,"Count","Deaths",1
"533","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","20",10,"Count","Deaths",0
"534","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","30",10,"Count","Deaths",1
"535","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","40",10,"Count","Deaths",1
"536","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","50",10,"Count","Deaths",9
"537","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","60",10,"Count","Deaths",32
"538","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","70",10,"Count","Deaths",106
"539","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","80",10,"Count","Deaths",232
"540","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","90",15,"Count","Deaths",132
"541","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","0",10,"Count","Cases",33
"542","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","10",10,"Count","Cases",33
"543","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","20",10,"Count","Cases",221
"544","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","30",10,"Count","Cases",497
"545","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","40",10,"Count","Cases",727
"546","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","50",10,"Count","Cases",915
"547","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","60",10,"Count","Cases",970
"548","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","70",10,"Count","Cases",977
"549","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","80",10,"Count","Cases",706
"550","Spain","Valencia","ES_VC25.04.2020","25.04.2020","m","90",15,"Count","Cases",193
"551","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","0",10,"Count","Cases",24
"552","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","10",10,"Count","Cases",49
"553","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","20",10,"Count","Cases",391
"554","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","30",10,"Count","Cases",663
"555","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","40",10,"Count","Cases",925
"556","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","50",10,"Count","Cases",1058
"557","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","60",10,"Count","Cases",829
"558","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","70",10,"Count","Cases",767
"559","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","80",10,"Count","Cases",929
"560","Spain","Valencia","ES_VC25.04.2020","25.04.2020","f","90",15,"Count","Cases",463
"561","Spain","Valencia","ES_VC26.04.2020","26.04.2020","m","0",10,"Count","Deaths",0
"562","Spain","Valencia","ES_VC26.04.2020","26.04.2020","m","10",10,"Count","Deaths",0
"563","Spain","Valencia","ES_VC26.04.2020","26.04.2020","m","20",10,"Count","Deaths",1
"564","Spain","Valencia","ES_VC26.04.2020","26.04.2020","m","30",10,"Count","Deaths",6
"565","Spain","Valencia","ES_VC26.04.2020","26.04.2020","m","40",10,"Count","Deaths",6
"566","Spain","Valencia","ES_VC26.04.2020","26.04.2020","m","50",10,"Count","Deaths",22
"567","Spain","Valencia","ES_VC26.04.2020","26.04.2020","m","60",10,"Count","Deaths",82
"568","Spain","Valencia","ES_VC26.04.2020","26.04.2020","m","70",10,"Count","Deaths",228
"569","Spain","Valencia","ES_VC26.04.2020","26.04.2020","m","80",10,"Count","Deaths",254
"570","Spain","Valencia","ES_VC26.04.2020","26.04.2020","m","90",15,"Count","Deaths",78
"571","Spain","Valencia","ES_VC26.04.2020","26.04.2020","f","0",10,"Count","Deaths",0
"572","Spain","Valencia","ES_VC26.04.2020","26.04.2020","f","10",10,"Count","Deaths",1
"573","Spain","Valencia","ES_VC26.04.2020","26.04.2020","f","20",10,"Count","Deaths",0
"574","Spain","Valencia","ES_VC26.04.2020","26.04.2020","f","30",10,"Count","Deaths",1
"575","Spain","Valencia","ES_VC26.04.2020","26.04.2020","f","40",10,"Count","Deaths",2
"576","Spain","Valencia","ES_VC26.04.2020","26.04.2020","f","50",10,"Count","Deaths",9
"577","Spain","Valencia","ES_VC26.04.2020","26.04.2020","f","60",10,"Count","Deaths",32
"578","Spain","Valencia","ES_VC26.04.2020","26.04.2020","f","70",10,"Count","Deaths",106
"579","Spain","Valencia","ES_VC26.04.2020","26.04.2020","f","80",10,"Count","Deaths",232
"580","Spain","Valencia","ES_VC26.04.2020","26.04.2020","f","90",15,"Count","Deaths",134
"581","Spain","Valencia","ES_VC26.04.2020","26.04.2020","m","0",10,"Count","Cases",33
"582","Spain","Valencia","ES_VC26.04.2020","26.04.2020","m","10",10,"Count","Cases",33
"583","Spain","Valencia","ES_VC26.04.2020","26.04.2020","m","20",10,"Count","Cases",223
"584","Spain","Valencia","ES_VC26.04.2020","26.04.2020","m","30",10,"Count","Cases",497
